month,day,height,input,contain,empty,output,sea,cdb,jsb,hgb,hjb,dgb,jgb,sjd
7,29,25.12,174,215.79,28.21,174,541,280.7,276.2,277,284.3,0,0,0
7,29,25.12,174,215.79,28.21,174,525,280.7,276.2,278,288.3,0,0,0
7,29,25.12,174,215.79,28.21,174,508,280.7,278.2,288,291.3,0,0,0
7,29,25.12,174,215.79,28.21,174,491,280.7,287.2,293,294.3,0,0,0
7,29,25.12,174,215.79,28.21,174,474,283.7,291.2,298,296.3,0,0,0
7,29,25.12,174,215.79,28.21,174,459,292.7,296.2,302,297.3,0,0,0
7,30,25.12,180,215.79,28.21,180,444,305.7,298.2,306,297.3,0,0,0
7,30,25.12,174,215.79,28.21,174,429,314.7,301.2,309,297.3,0,0,0
7,30,25.12,174,215.79,28.21,174,413,320.7,312.2,311,296.3,0,0,0
7,30,25.12,174,215.79,28.21,174,397,327.7,319.2,318,294.3,0,0,0
7,30,25.12,174,215.79,28.21,174,382,332.7,323.2,321,290.3,0,0,0
7,30,25.12,174,215.79,28.21,174,366,336.7,325.2,324,284.3,0,0,0
7,30,25.12,174,215.79,28.21,174,352,338.7,327.2,324,279.3,0,0,0
7,30,25.12,174,215.79,28.21,174,337,338.7,327.2,324,280.3,0,0,0
7,30,25.12,174,215.79,28.21,174,323,336.7,324.2,320,285.3,0,0,0
7,30,25.12,174,215.79,28.21,174,310,333.7,318.2,315,290.3,0,0,0
7,30,25.12,174,215.79,28.21,174,297,327.7,312.2,311,294.3,0,0,0
7,30,25.12,174,215.79,28.21,174,284,319.7,308.2,309,297.3,0,0,0
7,30,25.12,174,215.79,28.21,174,272,311.7,305.2,308,298.3,0,0,0
7,30,25.12,174,215.79,28.21,174,260,304.7,304.2,308,299.3,0,0,0
7,30,25.12,174,215.79,28.21,174,248,300.7,303.2,307,298.3,0,0,0
7,30,25.12,174,215.79,28.21,174,237,300.7,301.2,306,297.3,0,0,0
7,30,25.12,174,215.79,28.21,174,226,300.7,300.2,303,296.3,0,0,0
7,30,25.12,174,215.79,28.21,174,214,302.7,299.2,302,294.3,0,0,0
7,30,25.11,72,215.42,28.58,174,204,305.7,299.2,301,292.3,0,0,0
7,30,25.11,72,215.42,28.58,174,193,307.7,299.2,300,290.3,0,0,0
7,30,25.11,72,215.42,28.58,174,183,307.7,299.2,300,286.3,0,0,0
7,30,25.11,72,215.42,28.58,174,173,308.7,299.2,300,283.3,0,0,0
7,30,25.11,72,215.42,28.58,174,163,307.7,299.2,300,280.3,0,0,0
7,30,25.11,72,215.42,28.58,174,153,305.7,299.2,300,279.3,0,0,0
7,30,25.11,174,215.42,28.58,174,144,304.7,298.2,299,279.3,0,0,0
7,30,25.11,174,215.42,28.58,174,135,303.7,296.2,297,280.3,0,0,0
7,30,25.12,276,215.79,28.21,174,127,301.7,294.2,295,281.3,0,0,0
7,30,25.12,276,215.79,28.21,174,120,299.7,292.2,293,281.3,0,0,0
7,30,25.12,276,215.79,28.21,174,115,297.7,290.2,292,282.3,0,0,0
7,30,25.12,276,215.79,28.21,174,113,295.7,290.2,292,281.3,0,0,0
7,30,25.11,174,215.42,28.58,174,119,293.7,289.2,292,281.3,0,0,0
7,30,25.12,276,215.79,28.21,174,138,292.7,289.2,291,280.3,0,0,0
7,30,25.11,72,215.42,28.58,174,156,291.7,288.2,290,278.3,0,0,0
7,30,25.11,72,215.42,28.58,174,171,292.7,287.2,289,277.3,0,0,0
7,30,25.11,72,215.42,28.58,174,184,292.7,287.2,289,276.3,0,0,0
7,30,25.11,72,215.42,28.58,174,197,293.7,287.2,288,275.3,0,0,0
7,30,25.11,174,215.42,28.58,174,208,293.7,287.2,287,274.3,0,0,0
7,30,25.11,72,215.42,28.58,174,222,293.7,286.2,287,273.3,0,0,0
7,30,25.11,174,215.42,28.58,174,238,291.7,286.2,287,272.3,0,0,0
7,30,25.11,174,215.42,28.58,174,259,289.7,285.2,286,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,284,289.7,284.2,286,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,310,287.7,284.2,285,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,335,286.7,283.2,284,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,358,286.7,282.2,283,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,382,285.7,281.2,283,271.3,0,0,0
7,30,25.11,174,215.42,28.58,174,405,284.7,280.2,281,270.3,0,0,0
7,30,25.11,174,215.42,28.58,174,429,283.7,280.2,281,270.3,0,0,0
7,30,25.11,174,215.42,28.58,174,451,282.7,279.2,281,269.3,0,0,0
7,30,25.11,174,215.42,28.58,174,472,282.7,279.2,280,268.3,0,0,0
7,30,25.11,174,215.42,28.58,174,494,283.7,279.2,280,267.3,0,0,0
7,30,25.11,174,215.42,28.58,174,516,283.7,278.2,279,266.3,0,0,0
7,30,25.11,174,215.42,28.58,174,537,283.7,278.2,279,266.3,0,0,0
7,30,25.11,174,215.42,28.58,174,557,282.7,277.2,279,265.3,0,0,0
7,30,25.11,174,215.42,28.58,174,576,282.7,277.2,279,265.3,0,0,0
7,30,25.11,174,215.42,28.58,174,591,282.7,277.2,278,265.3,0,0,0
7,30,25.11,174,215.42,28.58,174,605,281.7,276.2,277,264.3,0,0,0
7,30,25.11,174,215.42,28.58,174,617,281.7,276.2,277,263.3,0,0,0
7,30,25.11,174,215.42,28.58,174,625,281.7,275.2,279,262.3,0,0,0
7,30,25.11,174,215.42,28.58,174,631,281.7,275.2,276,262.3,0,0,0
7,30,25.11,174,215.42,28.58,174,635,280.7,275.2,276,262.3,0,0,0
7,30,25.11,174,215.42,28.58,174,634,280.7,274.2,275,262.3,0,0,0
7,30,25.11,174,215.42,28.58,174,630,280.7,274.2,275,262.3,0,0,0
7,30,25.1,72,215.05,28.95,174,623,279.7,273.2,275,261.3,0,0,0
7,30,25.1,72,215.05,28.95,174,614,279.7,273.2,275,260.3,0,0,0
7,30,25.1,72,215.05,28.95,174,602,279.7,273.2,274,262.3,0,0,0
7,30,25.1,72,215.05,28.95,174,588,278.7,273.2,272,270.3,0,0,0
7,30,25.1,72,215.05,28.95,174,574,277.7,272.2,274,276.3,0,0,0
7,30,25.1,72,215.05,28.95,174,559,277.7,272.2,273,281.3,0,0,0
7,30,25.1,174,215.05,28.95,174,546,277.7,272.2,277,285.3,0,0,0
7,30,25.1,174,215.05,28.95,174,529,277.7,276.2,286,289.3,0,0,0
7,30,25.1,174,215.05,28.95,174,513,276.7,284.2,291,293.3,0,0,0
7,30,25.1,174,215.05,28.95,174,497,281.7,288.2,297,295.3,0,0,0
7,30,25.1,174,215.05,28.95,174,482,290.7,293.2,301,296.3,0,0,0
7,30,25.1,174,215.05,28.95,174,468,303.7,296.2,305,297.3,0,0,0
7,30,25.1,174,215.05,28.95,174,453,312.7,299.2,308,298.3,0,0,0
7,30,25.1,174,215.05,28.95,174,438,320.7,311.2,311,298.3,0,0,0
7,30,25.1,174,215.05,28.95,174,423,326.7,318.2,319,295.3,0,0,0
7,30,25.1,174,215.05,28.95,174,407,333.7,323.2,323,292.3,0,0,0
7,30,25.1,174,215.05,28.95,174,392,337.7,326.2,326,287.3,0,0,0
7,30,25.07,0,213.96,30.04,283,377,338.7,328.2,327,281.3,0,0,0
7,30,25.08,127,214.32,29.68,330,363,339.7,329.2,327,279.3,0,0,0
7,30,25.08,127,214.32,29.68,330,348,339.7,328.2,324,281.3,0,0,0
7,30,25.07,28,213.96,30.04,332,334,337.7,323.2,320,284.3,0,0,0
7,30,25.07,28,213.96,30.04,332,320,332.7,318.2,314,288.3,0,0,0
7,30,25.06,0,213.59,30.41,334,307,326.7,312.2,311,290.3,0,0,0
7,30,25.06,233,213.59,30.41,334,295,319.7,307.2,308,292.3,0,0,0
7,30,25.1,535,215.05,28.95,332,282,310.7,305.2,307,293.3,0,0,0
7,30,25.1,535,215.05,28.95,332,270,304.7,302.2,306,292.3,0,0,0
7,30,25.1,638,215.05,28.95,334,259,300.7,300.2,304,291.3,0,0,0
7,30,25.1,638,215.05,28.95,334,247,298.7,297.2,301,289.3,0,0,0
7,30,25.1,740,215.05,28.95,334,237,298.7,296.2,299,288.3,0,0,0
7,30,25.1,740,215.05,28.95,334,225,299.7,294.2,296,285.3,0,0,0
7,30,25.09,232,214.69,29.31,334,214,299.7,294.2,295,283.3,0,0,0
7,30,25.09,232,214.69,29.31,334,204,300.7,294.2,294,280.3,0,0,0
7,30,25.09,232,214.69,29.31,334,194,300.7,292.2,292,276.3,0,0,0
7,30,25.07,30,213.96,30.04,334,184,300.7,292.2,292,273.3,0,0,0
7,30,25.07,30,213.96,30.04,334,175,298.7,291.2,291,272.3,0,0,0
7,30,25.07,30,213.96,30.04,334,165,296.7,290.2,290,274.3,0,0,0
7,30,25.07,153,213.96,30.04,356,156,295.7,288.2,289,274.3,0,0,0
7,30,25.07,133,213.96,30.04,336,148,293.7,286.2,287,274.3,0,0,0
7,30,25.08,233,214.32,29.68,334,140,290.7,284.2,288,274.3,0,0,0
7,30,25.09,537,214.69,29.31,334,133,289.7,285.2,288,274.3,0,0,0
7,30,25.09,537,214.69,29.31,334,128,286.7,285.2,288,273.3,0,0,0
7,30,25.1,638,215.05,28.95,334,125,288.7,285.2,287,273.3,0,0,0
7,30,25.1,638,215.05,28.95,334,127,288.7,284.2,286,272.3,0,0,0
7,30,25.1,638,215.05,28.95,334,139,289.7,283.2,285,271.3,0,0,0
7,30,25.1,537,215.05,28.95,334,157,290.7,282.2,284,271.3,0,0,0
7,30,25.1,436,215.05,28.95,334,172,291.7,283.2,284,270.3,0,0,0
7,30,25.09,334,214.69,29.31,334,186,291.7,284.2,285,268.3,0,0,0
7,30,25.09,232,214.69,29.31,334,197,291.7,284.2,285,267.3,0,0,0
7,30,25.09,232,214.69,29.31,334,206,292.7,284.2,285,266.3,0,0,0
7,30,25.09,232,214.69,29.31,334,216,291.7,284.2,284,265.3,0,0,0
7,30,25.09,232,214.69,29.31,334,231,289.7,283.2,284,266.3,0,0,0
7,30,25.09,232,214.69,29.31,334,249,288.7,283.2,284,267.3,0,0,0
7,30,25.09,334,214.69,29.31,334,271,288.7,282.2,283,268.3,0,0,0
7,30,25.09,334,214.69,29.31,334,294,288.7,282.2,282,268.3,0,0,0
7,30,25.09,334,214.69,29.31,334,316,286.7,281.2,282,268.3,0,0,0
7,30,25.09,334,214.69,29.31,334,337,285.7,280.2,282,268.3,0,0,0
7,30,25.09,334,214.69,29.31,334,359,284.7,280.2,282,268.3,0,0,0
7,30,25.06,44,213.59,30.41,348,381,285.7,280.2,282,268.3,0,0,0
7,30,25.05,0,213.23,30.77,350,402,284.7,280.2,282,268.3,0,0,0
7,30,25.04,0,212.86,31.14,350,424,285.7,280.2,281,267.3,0,0,0
7,30,25.04,0,212.86,31.14,350,445,286.7,280.2,281,266.3,0,0,0
7,30,25.04,0,212.86,31.14,350,464,286.7,280.2,281,266.3,0,0,0
7,30,25.04,0,212.86,31.14,350,482,287.7,280.2,281,266.3,0,0,0
7,30,25.04,148,212.86,31.14,350,501,287.7,280.2,281,266.3,0,0,0
7,30,25.04,249,212.86,31.14,350,518,286.7,280.2,281,265.3,0,0,0
7,30,25.04,350,212.86,31.14,350,535,285.7,280.2,281,265.3,0,0,0
7,30,25.04,350,212.86,31.14,350,549,286.7,280.2,281,265.3,0,0,0
7,30,25.04,200,212.86,31.14,200,563,289.7,280.2,281,265.3,0,0,0
7,30,25.06,348,213.59,30.41,146,574,288.7,279.2,280,266.3,0,0,0
7,30,25.05,246,213.23,30.77,145,583,288.7,280.2,280,266.3,0,0,0
7,30,25.06,346,213.59,30.41,144,591,288.7,280.2,281,266.3,0,0,0
7,30,25.05,245,213.23,30.77,144,595,288.7,280.2,281,266.3,0,0,0
7,30,25.04,144,212.86,31.14,144,595,286.7,280.2,281,266.3,0,0,0
7,30,25.04,144,212.86,31.14,144,593,287.7,280.2,281,266.3,0,0,0
7,30,25.04,0,212.86,31.14,144,587,287.7,280.2,281,267.3,0,0,0
7,30,25.04,43,212.86,31.14,144,578,286.7,280.2,281,268.3,0,0,0
7,30,25.04,0,212.86,31.14,144,568,286.7,280.2,281,268.3,0,0,0
7,30,25.03,0,212.5,31.5,144,555,286.7,280.2,281,268.3,0,0,0
7,30,25.03,43,212.5,31.5,144,543,286.7,280.2,281,269.3,0,0,0
7,30,25.03,43,212.5,31.5,144,530,286.7,280.2,281,277.3,0,0,0
7,30,25.04,143,212.86,31.14,143,517,282.7,280.2,281,282.3,0,0,0
7,30,25.04,137,212.86,31.14,137,503,282.7,280.2,281,286.3,0,0,0
7,31,25.04,137,212.86,31.14,137,487,283.7,278.2,284,289.3,0,0,0
7,31,25.04,244,212.86,31.14,143,472,283.7,282.2,291,292.3,0,0,0
7,31,25.04,263,212.86,31.14,162,457,283.7,289.2,297,294.3,0,0,0
7,31,25.04,263,212.86,31.14,162,443,289.7,294.2,300,294.3,0,0,0
7,31,25.04,162,212.86,31.14,162,429,296.7,298.2,304,294.3,0,0,0
7,31,25.04,162,212.86,31.14,162,415,309.7,300.2,306,292.3,0,0,0
7,31,25.04,162,212.86,31.14,162,401,316.7,303.2,307,288.3,0,0,0
7,31,25.04,162,212.86,31.14,162,386,323.7,312.2,309,285.3,0,0,0
7,31,25.04,162,212.86,31.14,162,371,326.7,316.2,314,280.3,0,0,0
7,31,25.04,162,212.86,31.14,162,357,330.7,318.2,315,275.3,0,0,0
7,31,25.04,162,212.86,31.14,162,344,331.7,318.2,316,273.3,0,0,0
7,31,25.04,162,212.86,31.14,162,331,330.7,317.2,313,274.3,0,0,0
7,31,25.04,162,212.86,31.14,162,247,296.7,296.2,302,291.3,0,0,0
7,31,25.05,263,213.23,30.77,162,236,296.7,295.2,300,290.3,0,0,0
7,31,25.04,162,212.86,31.14,162,225,298.7,295.2,298,289.3,0,0,0
7,31,25.04,162,212.86,31.14,162,214,300.7,295.2,297,287.3,0,0,0
7,31,25.04,162,212.86,31.14,162,204,302.7,295.2,297,285.3,0,0,0
7,31,25.04,162,212.86,31.14,162,194,304.7,295.2,297,282.3,0,0,0
7,31,25.04,162,212.86,31.14,162,185,304.7,296.2,296,279.3,0,0,0
7,31,25.04,61,212.86,31.14,162,175,304.7,296.2,296,276.3,0,0,0
7,31,25.04,162,212.86,31.14,162,166,304.7,296.2,296,275.3,0,0,0
7,31,25.04,162,212.86,31.14,162,157,303.7,295.2,296,275.3,0,0,0
7,31,25.04,162,212.86,31.14,162,149,302.7,294.2,295,275.3,0,0,0
7,31,25.05,263,213.23,30.77,162,141,300.7,293.2,294,276.3,0,0,0
7,31,25.05,263,213.23,30.77,162,134,299.7,292.2,293,277.3,0,0,0
7,31,25.05,263,213.23,30.77,162,131,297.7,290.2,292,278.3,0,0,0
7,31,25.05,263,213.23,30.77,162,131,295.7,289.2,291,277.3,0,0,0
7,31,25.05,263,213.23,30.77,162,154,293.7,288.2,290,277.3,0,0,0
7,31,25.05,162,213.23,30.77,162,169,292.7,288.2,290,277.3,0,0,0
7,31,25.05,162,213.23,30.77,162,184,292.7,287.2,289,276.3,0,0,0
7,31,25.04,61,212.86,31.14,162,196,292.7,287.2,287,276.3,0,0,0
7,31,25.04,61,212.86,31.14,162,206,293.7,287.2,288,275.3,0,0,0
7,31,25.04,61,212.86,31.14,162,216,294.7,287.2,287,275.3,0,0,0
7,31,25.04,61,212.86,31.14,162,229,293.7,287.2,287,274.3,0,0,0
7,31,25.04,61,212.86,31.14,162,246,293.7,287.2,287,272.3,0,0,0
7,31,25.04,61,212.86,31.14,162,266,292.7,286.2,287,272.3,0,0,0
7,31,25.05,263,213.23,30.77,162,289,291.7,286.2,287,271.3,0,0,0
7,31,25.05,263,213.23,30.77,162,312,291.7,285.2,286,271.3,0,0,0
7,31,25.05,263,213.23,30.77,162,333,290.7,284.2,285,270.3,0,0,0
7,31,25.05,263,213.23,30.77,162,354,289.7,284.2,284,270.3,0,0,0
7,31,25.05,263,213.23,30.77,162,375,288.7,283.2,284,270.3,0,0,0
7,31,25.05,263,213.23,30.77,162,396,288.7,282.2,284,270.3,0,0,0
7,31,25.05,162,213.23,30.77,162,415,287.7,282.2,283,269.3,0,0,0
7,31,25.05,162,213.23,30.77,162,435,287.7,281.2,283,269.3,0,0,0
7,31,25.05,162,213.23,30.77,162,453,286.7,281.2,282,268.3,0,0,0
7,31,25.04,61,212.86,31.14,162,471,285.7,281.2,282,268.3,0,0,0
7,31,25.04,61,212.86,31.14,162,489,285.7,280.2,282,267.3,0,0,0
7,31,25.04,61,212.86,31.14,162,506,285.7,280.2,281,267.3,0,0,0
7,31,25.04,61,212.86,31.14,162,521,285.7,280.2,281,266.3,0,0,0
7,31,25.04,61,212.86,31.14,162,535,285.7,280.2,281,266.3,0,0,0
7,31,25.04,61,212.86,31.14,162,548,285.7,279.2,280,265.3,0,0,0
7,31,25.05,263,213.23,30.77,162,560,285.7,279.2,279,265.3,0,0,0
7,31,25.05,263,213.23,30.77,162,570,284.7,278.2,279,264.3,0,0,0
7,31,25.05,263,213.23,30.77,162,577,284.7,278.2,279,264.3,0,0,0
7,31,25.05,263,213.23,30.77,162,581,283.7,278.2,278,263.3,0,0,0
7,31,25.05,263,213.23,30.77,162,583,283.7,277.2,278,263.3,0,0,0
7,31,25.05,263,213.23,30.77,162,582,283.7,277.2,278,263.3,0,0,0
7,31,25.05,162,213.23,30.77,162,578,282.7,276.2,277,263.3,0,0,0
7,31,25.05,162,213.23,30.77,162,572,281.7,276.2,277,262.3,0,0,0
7,31,25.05,162,213.23,30.77,162,564,281.7,276.2,277,262.3,0,0,0
7,31,25.05,162,213.23,30.77,162,554,279.7,276.2,277,262.3,0,0,0
7,31,25.05,162,213.23,30.77,162,543,280.7,275.2,276,262.3,0,0,0
7,31,25.05,162,213.23,30.77,162,531,280.7,275.2,276,265.3,0,0,0
7,31,25.04,61,212.86,31.14,162,518,280.7,275.2,276,271.3,0,0,0
7,31,25.05,162,213.23,30.77,162,505,279.7,275.2,276,275.3,0,0,0
7,31,25.05,162,213.23,30.77,162,491,278.7,275.2,275,278.3,0,0,0
7,31,25.05,162,213.23,30.77,162,477,279.7,274.2,283,280.3,0,0,0
7,31,25.05,162,213.23,30.77,162,464,278.7,280.2,287,281.3,0,0,0
7,31,25.05,162,213.23,30.77,162,450,279.7,285.2,291,282.3,0,0,0
7,31,25.05,263,213.23,30.77,162,437,285.7,288.2,294,282.3,0,0,0
7,31,25.05,162,213.23,30.77,162,424,293.7,291.2,294,282.3,0,0,0
7,31,25.05,162,213.23,30.77,162,410,303.7,292.2,298,281.3,0,0,0
7,31,25.04,147,212.86,31.14,248,396,308.7,297.2,299,279.3,0,0,0
7,31,25.04,191,212.86,31.14,292,382,313.7,303.2,301,275.3,0,0,0
7,31,25.04,191,212.86,31.14,292,369,317.7,307.2,305,269.3,0,0,0
7,31,25.04,191,212.86,31.14,292,355,318.7,307.2,306,267.3,0,0,0
7,31,25.04,193,212.86,31.14,294,342,319.7,308.2,306,266.3,0,0,0
7,31,25.04,193,212.86,31.14,294,328,318.7,306.2,302,267.3,0,0,0
7,31,25.04,294,212.86,31.14,294,315,316.7,302.2,298,272.3,0,0,0
7,31,25.05,395,213.23,30.77,294,303,312.7,296.2,296,277.3,0,0,0
7,31,25.05,395,213.23,30.77,294,290,305.7,294.2,295,280.3,0,0,0
7,31,25.06,496,213.59,30.41,294,280,298.7,292.2,294,282.3,0,0,0
7,31,25.06,496,213.59,30.41,294,268,294.7,291.2,294,282.3,0,0,0
7,31,25.06,496,213.59,30.41,294,256,290.7,289.2,294,282.3,0,0,0
7,31,25.06,496,213.59,30.41,294,245,289.7,289.2,293,282.3,0,0,0
7,31,25.06,395,213.59,30.41,294,234,289.7,288.2,291,281.3,0,0,0
7,31,25.06,395,213.59,30.41,294,224,291.7,288.2,290,280.3,0,0,0
7,31,25.05,193,213.23,30.77,294,213,294.7,288.2,291,278.3,0,0,0
7,31,25.05,193,213.23,30.77,294,204,296.7,288.2,289,276.3,0,0,0
7,31,25.05,193,213.23,30.77,294,194,298.7,288.2,289,273.3,0,0,0
7,31,25.05,193,213.23,30.77,294,185,299.7,289.2,290,270.3,0,0,0
7,31,25.05,193,213.23,30.77,294,175,298.7,289.2,290,268.3,0,0,0
7,31,25.05,193,213.23,30.77,294,167,298.7,289.2,290,267.3,0,0,0
7,31,25.05,294,213.23,30.77,294,157,297.7,289.2,289,267.3,0,0,0
7,31,25.06,395,213.59,30.41,294,150,296.7,288.2,288,267.3,0,0,0
7,31,25.06,395,213.59,30.41,294,141,294.7,287.2,287,269.3,0,0,0
7,31,25.06,395,213.59,30.41,294,134,293.7,285.2,286,271.3,0,0,0
7,31,25.07,496,213.96,30.04,294,128,291.7,284.2,286,271.3,0,0,0
7,31,25.07,496,213.96,30.04,294,123,289.7,284.2,285,271.3,0,0,0
7,31,25.07,496,213.96,30.04,294,121,287.7,283.2,285,271.3,0,0,0
7,31,25.07,395,213.96,30.04,294,123,286.7,283.2,285,270.3,0,0,0
7,31,25.07,395,213.96,30.04,294,132,287.7,282.2,285,270.3,0,0,0
7,31,25.07,395,213.96,30.04,294,147,286.7,282.2,284,269.3,0,0,0
7,31,25.07,294,213.96,30.04,294,159,287.7,282.2,284,269.3,0,0,0
7,31,25.07,294,213.96,30.04,294,172,289.7,282.2,283,268.3,0,0,0
7,31,25.06,193,213.59,30.41,294,182,289.7,282.2,283,267.3,0,0,0
7,31,25.07,294,213.96,30.04,294,191,289.7,282.2,284,266.3,0,0,0
7,31,25.07,294,213.96,30.04,294,202,289.7,282.2,283,265.3,0,0,0
7,31,25.07,294,213.96,30.04,294,214,288.7,283.2,284,264.3,0,0,0
7,31,25.07,294,213.96,30.04,294,230,287.7,283.2,283,264.3,0,0,0
7,31,25.07,294,213.96,30.04,294,249,288.7,282.2,283,264.3,0,0,0
7,31,25.07,395,213.96,30.04,294,270,286.7,281.2,283,265.3,0,0,0
7,31,25.07,294,213.96,30.04,294,289,286.7,281.2,282,266.3,0,0,0
7,31,25.08,395,214.32,29.68,294,309,286.7,280.2,281,266.3,0,0,0
7,31,25.09,497,214.69,29.31,294,328,284.7,280.2,281,267.3,0,0,0
7,31,25.09,497,214.69,29.31,294,348,284.7,280.2,281,266.3,0,0,0
7,31,25.09,497,214.69,29.31,294,366,283.7,280.2,281,267.3,0,0,0
7,31,25.09,497,214.69,29.31,294,385,284.7,280.2,281,266.3,0,0,0
7,31,25.09,497,214.69,29.31,294,403,283.7,280.2,281,266.3,0,0,0
7,31,25.07,193,213.96,30.04,294,421,283.7,279.2,280,266.3,0,0,0
7,31,25.06,0,213.59,30.41,199,438,284.7,279.2,280,266.3,0,0,0
7,31,25.06,0,213.59,30.41,151,455,284.7,279.2,280,266.3,0,0,0
7,31,25.06,0,213.59,30.41,151,471,284.7,279.2,280,266.3,0,0,0
7,31,25.05,0,213.23,30.77,151,484,283.7,279.2,280,266.3,0,0,0
7,31,25.05,0,213.23,30.77,150,497,283.7,279.2,280,266.3,0,0,0
7,31,25.05,0,213.23,30.77,150,511,283.7,279.2,280,265.3,0,0,0
7,31,25.06,150,213.59,30.41,150,523,283.7,279.2,280,265.3,0,0,0
7,31,25.06,150,213.59,30.41,150,532,283.7,279.2,279,265.3,0,0,0
7,31,25.06,251,213.59,30.41,150,541,283.7,278.2,279,265.3,0,0,0
7,31,25.07,352,213.96,30.04,150,546,283.7,278.2,279,265.3,0,0,0
7,31,25.07,352,213.96,30.04,150,549,281.7,277.2,279,265.3,0,0,0
7,31,25.07,351,213.96,30.04,149,550,281.7,277.2,279,264.3,0,0,0
7,31,25.07,250,213.96,30.04,149,549,281.7,277.2,279,264.3,0,0,0
7,31,25.07,244,213.96,30.04,143,546,281.7,277.2,278,264.3,0,0,0
7,31,25.07,244,213.96,30.04,143,541,281.7,277.2,278,263.3,0,0,0
7,31,25.06,42,213.59,30.41,143,533,281.7,277.2,278,263.3,0,0,0
7,31,25.06,42,213.59,30.41,143,524,281.7,277.2,278,263.3,0,0,0
8,1,25.06,36,213.59,30.41,137,513,280.7,277.2,278,263.3,0,0,0
8,1,25.05,0,213.23,30.77,150,502,281.7,276.2,278,263.3,0,0,0
8,1,25.05,0,213.23,30.77,162,491,281.7,276.2,278,263.3,0,0,0
8,1,25.05,0,213.23,30.77,162,480,280.7,276.2,278,266.3,0,0,0
8,1,25.05,61,213.23,30.77,162,467,280.7,276.2,278,271.3,0,0,0
8,1,25.05,61,213.23,30.77,162,454,280.7,276.2,277,274.3,0,0,0
8,1,25.06,162,213.59,30.41,162,441,280.7,275.2,277,276.3,0,0,0
8,1,25.06,263,213.59,30.41,162,429,279.7,275.2,281,277.3,0,0,0
8,1,25.06,263,213.59,30.41,162,416,280.7,280.2,285,277.3,0,0,0
8,1,25.06,263,213.59,30.41,162,404,280.7,284.2,288,277.3,0,0,0
8,1,25.07,364,213.96,30.04,162,390,285.7,286.2,289,275.3,0,0,0
8,1,25.07,364,213.96,30.04,162,378,292.7,287.2,290,272.3,0,0,0
8,1,25.07,263,213.96,30.04,162,366,300.7,288.2,290,267.3,0,0,0
8,1,25.07,263,213.96,30.04,162,353,304.7,291.2,290,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,340,306.7,294.2,290,265.3,0,0,0
8,1,25.06,61,213.59,30.41,162,328,306.7,294.2,290,266.3,0,0,0
8,1,25.06,61,213.59,30.41,162,316,305.7,292.2,288,266.3,0,0,0
8,1,25.06,61,213.59,30.41,162,304,302.7,288.2,288,266.3,0,0,0
8,1,25.06,61,213.59,30.41,162,292,296.7,286.2,288,267.3,0,0,0
8,1,25.06,61,213.59,30.41,162,281,289.7,286.2,288,270.3,0,0,0
8,1,25.06,162,213.59,30.41,162,270,285.7,284.2,287,274.3,0,0,0
8,1,25.06,162,213.59,30.41,162,260,283.7,282.2,286,275.3,0,0,0
8,1,25.06,162,213.59,30.41,162,249,283.7,280.2,284,276.3,0,0,0
8,1,25.06,162,213.59,30.41,162,239,282.7,278.2,282,275.3,0,0,0
8,1,25.06,162,213.59,30.41,162,228,283.7,278.2,282,275.3,0,0,0
8,1,25.06,162,213.59,30.41,162,219,282.7,279.2,282,274.3,0,0,0
8,1,25.06,162,213.59,30.41,162,209,283.7,279.2,282,272.3,0,0,0
8,1,25.06,162,213.59,30.41,162,200,285.7,280.2,282,268.3,0,0,0
8,1,25.06,162,213.59,30.41,162,191,287.7,280.2,282,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,184,288.7,280.2,282,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,176,289.7,280.2,282,264.3,0,0,0
8,1,25.06,162,213.59,30.41,162,169,288.7,281.2,282,264.3,0,0,0
8,1,25.06,162,213.59,30.41,162,164,288.7,281.2,281,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,159,287.7,279.2,281,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,156,285.7,279.2,279,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,156,283.7,278.2,279,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,159,281.7,277.2,279,266.3,0,0,0
8,1,25.06,162,213.59,30.41,162,170,280.7,276.2,279,267.3,0,0,0
8,1,25.07,291,213.96,30.04,190,183,280.7,276.2,278,267.3,0,0,0
8,1,25.07,263,213.96,30.04,162,194,280.7,275.2,277,267.3,0,0,0
8,1,25.06,162,213.59,30.41,162,205,279.7,275.2,277,265.3,0,0,0
8,1,25.07,263,213.96,30.04,162,212,279.7,275.2,277,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,222,279.7,275.2,276,265.3,0,0,0
8,1,25.06,162,213.59,30.41,162,233,279.7,275.2,276,263.3,0,0,0
8,1,25.06,61,213.59,30.41,162,247,279.7,275.2,276,262.3,0,0,0
